id,first_name,last_name,gender,street_address,city,states,zip_code,telephone,age,company,latitude,longitude
535,Nathanial,Skittrell,Male,7265 Shasta Avenue,Washington,District of Columbia,20099,202-478-5526,12/29/1962,"Perfumania Holdings, Inc",38.8933,-77.0146
536,Ewen,Stubbley,Male,95919 Ilene Court,Lincoln,Nebraska,68505,402-359-7226,12/29/1934,Bioblast Pharma Ltd.,40.8247,-96.6252
537,Germain,Habron,Female,023 Mallard Circle,Shawnee Mission,Kansas,66215,913-343-3269,1/3/1995,Pitney Bowes Inc.,38.949,-94.7405
538,Giulietta,Micah,Female,768 Harper Hill,Alhambra,California,91841,626-227-1181,4/22/1965,AMC Networks Inc.,33.7866,-118.2987
539,Deck,Vize,Male,98 Forest Dale Trail,Chicago,Illinois,60697,312-170-6068,1/2/1987,Quorum Health Corporation,41.8119,-87.6873
540,Dav,Woolmore,Male,629 Fairfield Crossing,Lansing,Michigan,48912,517-964-1030,4/22/1978,Vanda Pharmaceuticals Inc.,42.7371,-84.5244
541,Jamaal,Rimour,Male,19288 Glendale Parkway,Shreveport,Louisiana,71105,318-468-9589,3/6/1937,"Spectra Energy Partners, LP",32.4589,-93.7143
542,Gilly,Sweetlove,Female,3 Glendale Center,Waterbury,Connecticut,06705,203-444-8697,8/27/1966,THL Credit Senior Loan Fund,41.5503,-72.9963
543,Ashley,Ruggieri,Female,38589 Leroy Circle,Minneapolis,Minnesota,55470,612-348-0806,7/24/1983,"Asta Funding, Inc.",45.0159,-93.4719
544,Delilah,Kenneway,Female,92133 Gina Terrace,Huntington,West Virginia,25711,304-514-3137,6/28/1997,Medley Capital Corporation,38.4134,-82.2774
545,Randy,Clewley,Male,7 Farwell Street,Richmond,Virginia,23228,804-743-6001,9/26/1971,J P Morgan Chase & Co,37.625,-77.4959
546,Ilse,Deniskevich,Female,8 Glacier Hill Lane,Vero Beach,Florida,32964,772-684-8737,9/24/1936,"AmTrust Financial Services, Inc.",27.709,-80.5726
547,Quill,Prendeville,Male,72081 Emmet Park,Minneapolis,Minnesota,55487,612-708-4467,5/28/1945,Travelport Worldwide Limited,45.0159,-93.4719
548,Kinnie,Kubik,Male,304 Bunting Drive,Orange,California,92867,949-479-5324,5/8/1982,Ashford Hospitality Trust Inc,33.811,-117.8493
549,Blisse,McNirlan,Female,3 Evergreen Drive,Syracuse,New York,13217,315-859-5898,6/27/1969,Templeton Emerging Markets Fund,43.0214,-76.1977
550,Helaina,Bourdel,Female,88 Barnett Junction,El Paso,Texas,88519,915-963-6451,4/24/1999,Tantech Holdings Ltd.,31.6948,-106.3
551,Corri,Meyer,Female,48834 Bunting Circle,Irving,Texas,75037,214-512-0874,7/10/1992,"Eagle Pharmaceuticals, Inc.",32.7673,-96.7776
552,Jourdan,Vales,Female,42 Garrison Road,Pasadena,California,91117,626-989-3771,7/31/1986,"Harley-Davidson, Inc.",33.7866,-118.2987
553,Skippy,Giannazzo,Male,57 Orin Plaza,Jackson,Mississippi,39216,601-776-3719,12/18/1945,Kayne Anderson Energy Development Company,32.3386,-90.1708
554,Georgette,Sheddan,Female,8849 Bultman Circle,Denver,Colorado,80291,303-128-8403,8/19/1951,"Air Products and Chemicals, Inc.",39.7439,-104.9876
555,Dollie,Thacker,Female,38039 Arkansas Pass,Saint Louis,Missouri,63167,314-585-2427,10/22/1945,TrustCo Bank Corp NY,38.6383,-90.4271
556,Artus,Helstrip,Male,8 Clemons Lane,Saint Louis,Missouri,63180,314-616-1936,10/29/1994,PowerShares Nasdaq Internet Portfolio,38.6531,-90.2435
557,Rey,Spikeings,Female,497 Caliangt Terrace,Concord,California,94522,925-290-6437,9/23/1970,"Telephone and Data Systems, Inc.",37.7772,-121.9554
558,Dillie,Langmuir,Male,90999 Monica Court,Lexington,Kentucky,40581,859-670-8867,4/29/1971,Cresud S.A.C.I.F. y A.,38.0283,-84.4715
559,Tedra,Ricca,Female,93 Independence Parkway,South Bend,Indiana,46620,574-223-9019,7/8/1948,Aflac Incorporated,41.5968,-86.293
560,Sander,Aires,Male,8 Coolidge Street,Longview,Texas,75605,903-195-4899,11/23/1997,"Acasti Pharma, Inc.",32.5547,-94.7767
561,Hermon,Carillo,Male,60722 Delladonna Lane,San Jose,California,95108,408-978-7780,9/11/1979,"H&E Equipment Services, Inc.",37.3378,-121.8908
562,Gilles,Ride,Male,779 Kingsford Drive,South Bend,Indiana,46614,574-646-6682,6/11/1986,RELX PLC,41.6255,-86.2433
563,Orelee,Gasson,Female,8674 Lotheville Center,Houston,Texas,77212,713-617-7422,8/3/1973,Westpac Banking Corporation,29.834,-95.4342
564,Denny,Vannuchi,Female,58637 Laurel Center,Washington,District of Columbia,20010,202-767-0925,4/17/1998,"Cavco Industries, Inc.",38.9327,-77.0322
565,Ann,Firpo,Female,70 Truax Circle,Savannah,Georgia,31422,912-207-8775,10/13/1970,"Dorman Products, Inc.",31.9714,-81.0716
566,Edd,Petrol,Male,0834 Shoshone Parkway,Nashville,Tennessee,37205,615-406-6969,9/15/1973,ProPetro Holding Corp.,36.1114,-86.869
567,Darrelle,Hazelton,Female,058 Park Meadow Court,Miami,Florida,33283,305-495-9683,3/24/1981,"THL Credit, Inc.",25.5584,-80.4582
568,Rudd,Tunno,Male,3 Reinke Hill,Scranton,Pennsylvania,18514,570-809-0785,7/23/1936,"Pixelworks, Inc.",41.4019,-75.6376
569,Myrvyn,Rodgman,Male,8105 Lindbergh Terrace,Peoria,Illinois,61605,309-981-0244,5/14/1954,GDS Holdings Limited,40.6775,-89.6263
570,Natalee,Morrel,Female,0091 Pearson Pass,Everett,Washington,98206,425-629-0471,3/26/1992,North Atlantic Drilling Ltd.,47.8599,-122.2848
571,Gerhardt,Spadaro,Male,02930 Sutteridge Avenue,Birmingham,Alabama,35290,205-290-4274,1/17/1961,"Bio-Rad Laboratories, Inc.",33.5446,-86.9292
572,Ferrell,Ivetts,Male,490 Fremont Avenue,Birmingham,Alabama,35263,205-844-0886,1/28/1966,Lions Gate Entertainment Corporation,33.5225,-86.8094
573,Brok,Boycott,Male,5 Melby Hill,Wichita,Kansas,67205,316-162-9475,5/28/1956,"My Size, Inc.",37.7639,-97.4269
574,Joeann,Clipson,Female,670 Mayer Plaza,Amarillo,Texas,79188,806-288-0667,6/2/1937,RLI Corp.,35.1885,-101.8165
575,Natalina,Riedel,Female,23 Warbler Crossing,Detroit,Michigan,48242,313-437-1299,3/21/1965,HDFC Bank Limited,42.2166,-83.3532
576,Estrella,Winnett,Female,96011 Cambridge Drive,Honolulu,Hawaii,96820,808-830-3955,4/27/1988,Pennsylvania Real Estate Investment Trust,21.351,-157.8795
577,Val,Herculeson,Female,628 4th Place,Canton,Ohio,44720,234-264-6187,1/22/1981,"Ollie&#39;s Bargain Outlet Holdings, Inc.",40.8956,-81.433
578,Lombard,Galbraeth,Male,59 Towne Circle,Albany,New York,12237,518-236-8823,5/27/1988,"GTY Technology Holdings, Inc.",42.6149,-73.9708
579,Richy,Raiment,Male,32554 Cody Court,Stamford,Connecticut,06905,203-784-8100,10/16/1963,"MidWestOne Financial Group, Inc.",41.0888,-73.5435
580,Annnora,Stainsby,Female,5 Cottonwood Point,Whittier,California,90605,626-835-2476,4/11/1995,LKQ Corporation,33.9413,-118.0356
581,Cherish,Hully,Female,33971 Green Ridge Center,New York City,New York,10099,646-415-0999,7/3/1975,Modern Media Acquisition Corp.,40.7808,-73.9772
582,Lucian,Thorndycraft,Male,1691 Maryland Terrace,Austin,Texas,78764,512-216-4048,9/16/1969,"Adverum Biotechnologies, Inc.",30.4455,-97.6595
583,Janene,Ceschelli,Female,8097 Forest Dale Center,Richmond,Virginia,23285,804-741-8759,3/14/1933,Vident International Equity Fund,37.5242,-77.4932
584,Abbott,Huffey,Male,1662 Dottie Center,Saint Louis,Missouri,63180,314-168-9690,7/22/1969,"Tortoise Energy Independence Fund, Inc.",38.6531,-90.2435
585,Rutger,Gleasane,Male,16 Eastwood Drive,Houston,Texas,77095,713-497-2069,6/24/1990,Capitol Acquisition Corp. III,29.8941,-95.6481
586,Lammond,Meenan,Male,64 Alpine Street,Staten Island,New York,10305,718-661-6559,8/30/1973,CPI Card Group Inc.,40.5973,-74.0768
587,Meta,Oaten,Female,47 Bobwhite Place,El Paso,Texas,88584,915-631-5167,6/8/1939,PowerShares S&P SmallCap Financials Portfolio,31.6948,-106.3
588,Tobye,Sebring,Female,586 Carey Center,Farmington,Michigan,48335,248-781-0493,4/18/1974,ClearBridge Energy MLP Fund Inc.,42.4617,-83.4053
589,Marcia,Henighan,Female,1401 Pleasure Junction,Riverside,California,92513,951-340-5645,2/5/1988,"MINDBODY, Inc.",33.7529,-116.0556
590,Bunnie,Madgin,Female,1789 John Wall Lane,Springfield,Massachusetts,01152,413-997-4168,11/29/1931,Northrop Grumman Corporation,42.1707,-72.6048
591,Bethany,Beardmore,Female,27 Mockingbird Road,Little Rock,Arkansas,72231,501-463-8683,8/1/1970,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,34.8019,-92.1894
592,Paten,Stoute,Male,6 American Ash Avenue,Colorado Springs,Colorado,80951,719-249-4831,8/3/1977,Bryn Mawr Bank Corporation,38.8881,-104.6556
593,Kristofor,Felix,Male,227 Shopko Place,Washington,District of Columbia,20456,202-212-7114,2/15/1971,Cencosud S.A.,38.8981,-77.0401
594,Frasquito,Molloy,Male,27034 Maple Crossing,Evansville,Indiana,47747,812-581-0263,10/14/1947,Sotherly Hotels Inc.,37.9971,-87.575
595,Hally,Fermer,Female,19093 Heath Lane,Conroe,Texas,77305,936-567-2045,7/5/1983,Elkhorn Commodity Rotation Strategy ETF,30.2906,-95.3832
596,Ange,Delph,Male,0064 Rieder Street,Arlington,Virginia,22217,571-645-2966,4/11/1954,Ingersoll-Rand plc (Ireland),38.8808,-77.113
597,Bram,Gilbard,Male,169 Clarendon Road,Fort Wayne,Indiana,46896,260-174-9506,10/29/1965,TCF Financial Corporation,41.0938,-85.0707
598,Lorain,Marini,Female,0598 Florence Crossing,Charleston,West Virginia,25389,304-342-0960,8/29/1972,"Hudson Pacific Properties, Inc.",38.354,-81.6394
599,Sidney,Dyball,Male,9 Lakewood Park,Charlotte,North Carolina,28289,704-677-8397,4/26/1944,National Retail Properties,35.26,-80.8042
600,Whitman,Kier,Male,00981 Hayes Park,Omaha,Nebraska,68117,402-380-3215,6/4/1951,"Stock Yards Bancorp, Inc.",41.2064,-95.9953
601,Leanna,Few,Female,12 Troy Parkway,El Paso,Texas,79905,915-113-3992,5/15/1990,Karyopharm Therapeutics Inc.,31.7674,-106.4304
602,Sheelagh,Launder,Female,895 Sutherland Way,Silver Spring,Maryland,20910,240-476-4608,5/22/1976,Black Hills Corporation,38.9982,-77.0338
603,Rabi,Fozard,Male,2 Russell Point,Louisville,Kentucky,40205,502-613-7892,12/15/1979,Scorpio Tankers Inc.,38.2222,-85.6885
604,Esmeralda,Isaak,Female,02 Riverside Circle,Vero Beach,Florida,32969,772-863-2254,8/11/1931,"Cellectar Biosciences, Inc.",27.709,-80.5726
605,Bourke,Neat,Male,0 Ridgeview Court,San Diego,California,92153,619-502-6230,8/11/1951,"Aquinox Pharmaceuticals, Inc.",33.0169,-116.846
606,Adriano,Chesher,Male,6 Quincy Pass,Kalamazoo,Michigan,49006,269-996-6915,4/1/1967,Iridium Communications Inc,42.2922,-85.633
607,Gilberto,Ansteys,Male,9264 Vahlen Avenue,Saint Paul,Minnesota,55103,612-514-4779,11/6/1961,Ultra Petroleum Corp.,44.9608,-93.1216
608,Thedric,Laffling,Male,7 5th Terrace,Jacksonville,Florida,32220,904-575-9139,6/18/1938,Aetna Inc.,30.329,-81.8176
609,Sibella,Fielder,Female,9346 Bellgrove Circle,Huntington,West Virginia,25716,304-262-2277,8/24/1955,"Thermon Group Holdings, Inc.",38.4134,-82.2774
610,Buiron,Drewes,Male,573 Farmco Center,Honolulu,Hawaii,96850,808-786-6775,1/6/1973,FlexShares STOXX Global ESG Impact Index Fund,21.3095,-157.863
611,Craggie,Bowerman,Male,9 Lunder Terrace,Aurora,Colorado,80045,303-197-9394,10/10/1997,Stantec Inc,39.7467,-104.8384
612,Marigold,Ebbetts,Female,55855 Straubel Terrace,Spokane,Washington,99260,509-685-0437,1/10/1984,"Vantiv, Inc.",47.6536,-117.4317
613,Waylen,Brotheridge,Male,1994 Pond Street,Cincinnati,Ohio,45223,513-805-8218,8/21/1996,National Holdings Corporation,39.1696,-84.5478
614,Maynord,Jewel,Male,47987 Gina Terrace,Boston,Massachusetts,02114,781-893-0377,2/9/1988,Resource Capital Corp.,42.3611,-71.0682
615,Cacilie,Insko,Female,14 Erie Trail,Memphis,Tennessee,38188,901-896-3199,10/24/1942,Kennedy-Wilson Holdings Inc.,35.2017,-89.9715
616,Jeri,Osban,Female,814 Mosinee Crossing,Los Angeles,California,90005,323-473-8143,7/23/1980,"ProPhase Labs, Inc.",34.0585,-118.3012
617,Jarvis,Andriessen,Male,461 Fallview Avenue,Houston,Texas,77240,713-813-8385,10/6/1944,"Provident Financial Services, Inc",29.834,-95.4342
618,Marlo,Lytell,Male,74458 Granby Junction,Aurora,Colorado,80045,303-416-8474,1/4/1933,ChromaDex Corporation,39.7467,-104.8384
619,Laney,Piletic,Male,191 Buell Hill,Albuquerque,New Mexico,87190,505-438-2465,2/7/1983,Anika Therapeutics Inc.,35.0443,-106.6729
620,Fitzgerald,Yakuntzov,Male,4888 Troy Center,Rochester,New York,14604,585-446-3087,5/26/1977,Seadrill Limited,43.1577,-77.608
621,Robinetta,Knevit,Female,4 Algoma Point,Chicago,Illinois,60697,312-869-9831,1/11/1996,"America First Multifamily Investors, L.P.",41.8119,-87.6873
622,Dewain,Duckwith,Male,4 Ridge Oak Terrace,Phoenix,Arizona,85045,602-237-9855,2/13/1977,Centrais Electricas Brasileiras S.A.- Eletrobras,33.3022,-112.1226
623,Ardella,McCuis,Female,91 Messerschmidt Plaza,Indianapolis,Indiana,46278,317-758-0406,9/15/1988,North Atlantic Drilling Ltd.,39.8726,-86.2768
624,Artemis,Grog,Male,7909 Norway Maple Court,New York City,New York,10260,212-676-9915,9/26/1986,First Trust Municipal CEF Income Opportunity ETF,40.7808,-73.9772
625,Giulietta,Yoskowitz,Female,62295 Bowman Place,Akron,Ohio,44329,330-285-3249,7/24/1931,WGL Holdings Inc,41.0655,-81.5203
626,Renelle,Hiscoke,Female,02416 Artisan Crossing,Fort Smith,Arkansas,72916,479-322-0487,4/2/1958,"Rush Enterprises, Inc.",35.2502,-94.3703
627,Tobias,Northam,Male,606 Thompson Terrace,West Palm Beach,Florida,33405,772-288-9789,1/15/1948,"AmTrust Financial Services, Inc.",26.67,-80.0582
628,Jereme,Losebie,Male,4283 Granby Pass,New York City,New York,10014,718-377-8058,11/2/1992,"Reven Housing REIT, Inc.",40.7339,-74.0054
629,Harwell,Sprakes,Male,4 Briar Crest Point,Los Angeles,California,90040,323-751-9920,11/20/1992,Voya Emerging Markets High Income Dividend Equity Fund,33.9909,-118.1532
630,Nara,Fareweather,Female,20 Springs Lane,San Antonio,Texas,78260,210-615-9149,7/25/1969,Nokia Corporation,29.7026,-98.4759
631,Junina,Haruard,Female,3 Alpine Terrace,Denver,Colorado,80235,303-329-4629,9/24/1935,Bank of America Corporation,39.6472,-105.0795
632,Hortense,O'Nion,Female,625 School Road,Memphis,Tennessee,38109,901-275-1381,12/16/1979,"Prudential Financial, Inc.",35.0425,-90.0732
633,Anthia,Fragino,Female,2561 Macpherson Way,Cincinnati,Ohio,45238,513-137-4759,6/29/1963,Gabelli Utility Trust (The),39.1092,-84.6108
634,Hendrik,Rodge,Male,54 Bayside Hill,Shreveport,Louisiana,71115,318-533-0930,10/26/1954,"American Financial Group, Inc.",32.3401,-93.6092
635,Bjorn,Warn,Male,16 Village Plaza,Baltimore,Maryland,21211,443-960-4144,1/25/1998,Fifth Street Asset Management Inc.,39.3316,-76.6336
636,Donal,Burgis,Male,74 Forest Way,Huntsville,Texas,77343,936-561-2306,12/4/1954,"ANSYS, Inc.",30.7813,-95.5953
637,Dodi,Haigh,Female,3 Esch Park,Jacksonville,Florida,32230,904-161-6952,5/18/1978,FMC Corporation,30.3449,-81.6831
638,Thaddeus,Stallon,Male,477 Charing Cross Center,Paterson,New Jersey,07522,973-391-1954,11/5/1949,Monmouth Real Estate Investment Corporation,40.9252,-74.1781
639,Laurel,Chater,Female,345 Schiller Plaza,Des Moines,Iowa,50369,515-320-2199,8/10/1946,Ericsson,41.6727,-93.5722
640,Eada,Burge,Female,00 Buell Terrace,Seminole,Florida,34642,941-292-6914,8/24/1956,"THL Credit, Inc.",27.8444,-82.7963
641,Paule,Hemphall,Female,7 Brentwood Street,Kansas City,Missouri,64142,816-979-2488,4/16/1986,"New York REIT, Inc.",39.035,-94.3567
642,Hildy,Roscam,Female,62 Di Loreto Pass,Ventura,California,93005,805-612-6561,6/15/1934,Till Capital Ltd.,34.0324,-119.1343
643,Fionnula,Cullity,Female,49621 Sutherland Lane,Washington,District of Columbia,20599,202-403-1296,7/17/1972,"Exactech, Inc.",38.8933,-77.0146
644,Paddy,McCaw,Male,1 Duke Crossing,Bradenton,Florida,34282,941-272-0922,2/7/1995,Royal Bank Of Canada,27.4272,-82.4387
645,Angeli,Tomasino,Male,775 Manufacturers Lane,Clearwater,Florida,33758,813-146-4399,8/27/1948,"The Ensign Group, Inc.",27.8918,-82.7248
646,Allayne,Dreigher,Male,348 Hooker Road,Fort Worth,Texas,76192,682-220-2349,12/14/1958,Navigator Holdings Ltd.,32.7714,-97.2915
647,Benoit,Dedam,Male,4468 Pierstorff Drive,Columbus,Ohio,43226,614-467-0306,12/12/1972,"Investors Bancorp, Inc.",39.969,-83.0114
648,Madel,Meekings,Female,9241 Lerdahl Road,Tucson,Arizona,85710,520-168-0228,4/23/1940,Regal Entertainment Group,32.2138,-110.824
649,Sayres,Phaup,Male,425 Surrey Place,Falls Church,Virginia,22047,571-380-8792,3/24/2000,"ChinaNet Online Holdings, Inc.",38.8318,-77.2888
650,Hakeem,Figgess,Male,29450 Del Sol Junction,Dallas,Texas,75392,214-591-0713,11/2/1993,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),32.7673,-96.7776
651,Denny,Ryson,Male,88752 Killdeer Parkway,Wilmington,Delaware,19892,302-413-3521,1/17/1996,"Walgreens Boots Alliance, Inc.",39.5645,-75.597
652,Jeanette,Ianelli,Female,2920 Kim Road,Saint Paul,Minnesota,55146,651-834-5550,7/5/1987,Nuveen New York Municipal Value Fund 2,44.9427,-93.0828
653,Vernon,Brimicombe,Male,17 Northridge Parkway,Tampa,Florida,33647,813-589-1684,1/11/1990,"Ekso Bionics Holdings, Inc.",28.1147,-82.3678
654,Benita,Shedd,Female,57667 Charing Cross Park,Richmond,Virginia,23237,804-346-8977,2/23/1988,"Twitter, Inc.",37.4011,-77.4615
655,Kelcie,McDaid,Female,2 Lindbergh Junction,Amarillo,Texas,79116,806-901-8604,3/9/1945,First Internet Bancorp,35.2454,-101.999
656,Ramsay,Conquer,Male,71 Mayfield Court,Fort Lauderdale,Florida,33315,954-610-3579,11/12/1971,"SunTrust Banks, Inc.",26.0989,-80.1541
657,Livvy,Flement,Female,5 La Follette Terrace,Memphis,Tennessee,38161,901-244-1170,8/19/1999,International Business Machines Corporation,35.2017,-89.9715
658,Morgana,Seifenmacher,Female,595 Bay Parkway,New York City,New York,10019,646-462-3063,3/6/2000,First Trust Brazil AlphaDEX Fund,40.7651,-73.9858
659,Alasdair,Deaton,Male,123 Susan Court,Trenton,New Jersey,08650,609-832-5550,10/17/1991,Enerplus Corporation,40.2805,-74.712
660,Sonny,Mackrell,Male,507 Kensington Drive,Waco,Texas,76796,254-748-3373,7/8/1968,"Tower International, Inc.",31.5915,-97.0823
661,Fleurette,Phayre,Female,43770 Elka Parkway,Garland,Texas,75044,214-173-0268,1/18/1997,"Gabelli Equity Trust, Inc. (The)",32.9522,-96.6654
662,Crawford,Harlick,Male,275 1st Avenue,New York City,New York,10150,212-625-6383,7/4/1953,"Global Brokerage, Inc.",40.7808,-73.9772
663,Cloris,Dassindale,Female,8 Larry Park,Daytona Beach,Florida,32118,386-686-9600,3/23/1958,"Continental Building Products, Inc.",29.2219,-81.0095
664,Tamiko,Miguel,Female,06 Pepper Wood Point,Springfield,Massachusetts,01152,413-675-3168,7/23/1987,"Hub Group, Inc.",42.1707,-72.6048
665,Lucio,Mc Gorley,Male,51185 Golden Leaf Road,Dayton,Ohio,45403,937-678-7732,5/2/1944,iShares MSCI UAE Capped ETF,39.7617,-84.1498
666,Rowan,O'Heneghan,Male,5443 Glacier Hill Place,Knoxville,Tennessee,37939,865-925-0294,7/8/1967,DDR Corp.,35.9901,-83.9622
667,Carny,Raddin,Male,3 Crescent Oaks Avenue,Peoria,Illinois,61635,309-117-2063,9/30/1936,Equitable Financial Corp.,40.7442,-89.7184
668,Darrick,Sweet,Male,903 Evergreen Hill,Evansville,Indiana,47747,812-781-1141,10/3/1973,"Daktronics, Inc.",37.9971,-87.575
669,Ermina,Catterell,Female,261 Moland Hill,Washington,District of Columbia,20551,202-790-8210,7/19/1951,First Trust Specialty Finance and Financial Opportunities Fund,38.892,-77.0452
670,Trudie,Tellenbrook,Female,1 Eagle Crest Court,Denton,Texas,76210,817-932-6377,8/8/1961,Frank&#39;s International N.V.,33.1428,-97.0727
671,Ellwood,Becke,Male,57177 Mayfield Trail,Appleton,Wisconsin,54915,920-833-1029,5/23/1948,"Lithia Motors, Inc.",44.2425,-88.3564
672,Maressa,Adame,Female,6 Farwell Avenue,Houston,Texas,77245,713-976-6054,1/14/1972,Jupai Holdings Limited,29.834,-95.4342
673,Lanni,Pemberton,Female,21875 American Road,Dallas,Texas,75367,214-505-3466,11/7/1962,South State Corporation,32.7673,-96.7776
674,Josepha,Robichon,Female,56 Meadow Valley Parkway,Akron,Ohio,44315,330-811-2985,6/12/1941,Tiffany & Co.,41.028,-81.4632
675,Abbi,April,Female,895 Randy Circle,Stamford,Connecticut,06905,203-573-5197,12/14/1955,"Voya Infrastructure, Industrials and Materials Fund",41.0888,-73.5435
676,Gerek,Starbuck,Male,976 Grover Junction,Macon,Georgia,31210,478-478-0133,1/18/1976,"Comfort Systems USA, Inc.",32.8926,-83.7455
677,Humphrey,Ridger,Male,63649 Farwell Pass,Greensboro,North Carolina,27455,910-405-8919,9/26/1979,Ita? CorpBanca,36.1824,-79.806
678,Thelma,Gritsaev,Female,5842 Mccormick Court,Carlsbad,California,92013,760-446-9633,1/20/1978,Arconic Inc.,33.0169,-116.846
679,Karl,Christauffour,Male,2400 Bobwhite Trail,Indianapolis,Indiana,46239,317-604-6706,12/4/1944,Xactly Corporation,39.7265,-86.0005
680,Rockwell,Tull,Male,3352 Nancy Hill,Boulder,Colorado,80310,303-660-5713,8/27/1989,Vanguard Russell 1000 Value ETF,40.0878,-105.3735
681,Sukey,Straker,Female,60967 Jana Avenue,Spring Hill,Florida,34611,352-101-4158,2/5/1977,Snap-On Incorporated,28.5642,-82.4165
682,Keene,Clohissy,Male,4576 Garrison Parkway,Philadelphia,Pennsylvania,19196,215-429-4182,5/20/1986,"Tabula Rasa HealthCare, Inc.",40.0018,-75.1179
683,Sidnee,O'Shirine,Male,3 Barby Parkway,Chattanooga,Tennessee,37410,423-157-7825,7/17/1991,Allstate Corporation (The),35.0018,-85.3138
684,Cherlyn,Vassel,Female,4100 Surrey Pass,Houston,Texas,77245,713-957-2967,1/5/1950,"Unity Bancorp, Inc.",29.834,-95.4342
685,Wini,Baines,Female,6 Dottie Avenue,Elizabeth,New Jersey,07208,908-955-7124,11/14/1983,"UMH Properties, Inc.",40.6747,-74.2239
686,Matthus,Davids,Male,2 Maple Avenue,Memphis,Tennessee,38168,901-141-7924,1/30/1969,"Texas Capital Bancshares, Inc.",35.2017,-89.9715
687,Christopher,Goroni,Male,4864 Eastwood Way,Atlanta,Georgia,30340,404-786-8744,11/28/1950,OFS Capital Corporation,33.8932,-84.2539
688,Kirbee,Gummie,Female,913 Dahle Place,Burbank,California,91505,818-228-3939,7/21/1999,"Cardinal Health, Inc.",34.169,-118.3442
689,Charin,Purves,Female,07 Killdeer Parkway,Norwalk,Connecticut,06859,203-452-9904,10/24/1972,"American Eagle Outfitters, Inc.",41.3089,-73.3637
690,Doralynne,Benham,Female,78 Memorial Terrace,Atlanta,Georgia,30306,404-611-1227,8/21/1967,"Genomic Health, Inc.",33.786,-84.3514
691,Ansell,Barkway,Male,15 3rd Road,New York City,New York,10060,646-141-0318,6/18/1943,Tronox Limited,40.7808,-73.9772
692,Arnoldo,Borrel,Male,24797 Mifflin Way,Green Bay,Wisconsin,54313,920-386-0275,10/3/1941,DDR Corp.,44.5463,-88.1021
693,Rosemary,Physick,Female,86931 Glacier Hill Avenue,Decatur,Illinois,62525,217-677-9477,5/30/1954,Amec Plc Ord,39.854,-88.9815
694,Jourdan,Dana,Female,142 Atwood Hill,Garden Grove,California,92844,714-864-7288,9/16/1953,"Juno Therapeutics, Inc.",33.7661,-117.9738
695,Iseabal,Lung,Female,7 Fieldstone Place,Round Rock,Texas,78682,512-769-8035,6/29/1964,Jupai Holdings Limited,30.6568,-97.6026
696,Goddart,Delgardo,Male,53 Ilene Road,Greensboro,North Carolina,27455,910-192-7745,1/26/1958,"Alliance Holdings GP, L.P.",36.1824,-79.806
697,Bertrand,Winckworth,Male,94 Sutteridge Alley,Pueblo,Colorado,81005,719-199-0228,6/9/1966,AbbVie Inc.,38.2352,-104.66
698,Kizzee,Grasner,Female,5 Cherokee Alley,El Paso,Texas,79984,915-280-2593,2/26/1994,Global X Guru Activist ETF,31.6948,-106.3
699,Leandra,Chick,Female,83937 Kensington Center,Raleigh,North Carolina,27621,919-505-1340,7/28/1972,Zion Oil & Gas Inc,35.7977,-78.6253
700,Lefty,Angless,Male,72705 Pennsylvania Trail,Independence,Missouri,64054,816-433-9799,12/6/1931,"Western Gas Partners, LP",39.11,-94.4401
701,Johnnie,Fullard,Male,27 Ludington Junction,Des Moines,Iowa,50320,515-612-6164,2/17/1958,Southern California Edison Company,41.5487,-93.5827
702,Flora,Axby,Female,21 Morningstar Park,Fort Lauderdale,Florida,33325,954-337-4335,2/13/1981,"Virtus Investment Partners, Inc.",26.1097,-80.3215
703,Quinn,Ballance,Male,4693 South Street,Panama City,Florida,32412,850-984-9734,9/15/1972,"Four Corners Property Trust, Inc.",30.2345,-85.692
704,Jayson,Blincoe,Male,5 Dawn Street,New Orleans,Louisiana,70183,504-985-9594,4/19/1962,Vanguard Russell 2000 Value ETF,29.6779,-90.0901
705,Griz,Mayman,Male,2 Laurel Street,Beaumont,Texas,77713,409-444-4641,7/9/1990,Pimco New York Municipal Income Fund II,30.085,-94.2607
706,Caralie,McQuorkel,Female,9 2nd Road,Chattanooga,Tennessee,37405,423-139-0281,6/1/1954,Companhia Brasileira de Distribuicao,35.0768,-85.3082
707,Garnette,McAviy,Female,2680 Red Cloud Crossing,Fort Wayne,Indiana,46825,260-285-9913,10/31/1993,"Dillard&#39;s, Inc.",41.1465,-85.1232
708,Diana,Elster,Female,677 Dovetail Terrace,Dearborn,Michigan,48126,734-847-3302,2/14/1945,"Acorda Therapeutics, Inc.",42.3349,-83.1801
709,Zsazsa,Whyler,Female,68507 Summerview Plaza,El Paso,Texas,88584,915-724-6440,2/8/1979,Kayne Anderson Acquisition Corp.,31.6948,-106.3
710,Loralie,Klimentyev,Female,395 Merry Hill,Burbank,California,91520,626-574-0993,4/3/1991,Golar LNG Partners LP,34.1869,-118.348
711,Isador,MacEllen,Male,85 Stoughton Place,Sioux City,Iowa,51110,712-889-7751,5/25/1964,PowerShares Golden Dragon China Portfolio,42.4011,-96.372
